Price,Make,Model,Year,Style,Fuel,Engine,Distance,Cylinders,Transmission,Drive,Wheel,Color,ID
13172,FORD,Transit,2004,Microbus,Diesel,2,180000 km,4.0,Manual,Rear,Left wheel,Silver,8704
17663,HONDA,FIT,2014,Hatchback,Hybrid,1.5,81800 km,4.0,Automatic,Front,Left wheel,Blue,8705
1882,HYUNDAI,Sonata,2014,Sedan,Hybrid,2.4,247835 km,4.0,Automatic,Front,Left wheel,Black,8706
16621,KIA,Optima,2014,Sedan,Petrol,2,34817 km,4.0,Automatic,Front,Left wheel,Black,8707
22580,FORD,Fusion,2013,Sedan,Hybrid,2,88660 km,4.0,Automatic,Front,Left wheel,White,8708
16308,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,1000 km,4.0,Tiptronic,Front,Left wheel,Silver,8709
6899,OPEL,Vectra B,2001,Sedan,Petrol,1.8,260000 km,4.0,Manual,Front,Left wheel,Silver,8710
106627,CHEVROLET,Camaro,2017,Coupe,Petrol,6.2,11200 km,8.0,Manual,Rear,Left wheel,Green,8711
28225,MERCEDES-BENZ,C 250,2013,Sedan,Petrol,1.8 Turbo,125000 km,4.0,Tiptronic,Rear,Left wheel,Black,8712
10192,VOLKSWAGEN,Jetta,2011,Sedan,Petrol,2.5,142000 km,4.0,Automatic,Front,Left wheel,Silver,8713
49751,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,134761 km,4.0,Automatic,Front,Left wheel,Grey,8714
7213,MERCEDES-BENZ,ML 320,2000,Jeep,Petrol,3.2,292800 km,8.0,Tiptronic,4x4,Left wheel,Black,8715
4861,OPEL,Astra,1997,Hatchback,Petrol,1.6,180000 km,4.0,Manual,Front,Left wheel,Silver,8716
10036,HONDA,Integra,2005,Coupe,Petrol,2,11111 km,4.0,Manual,Front,Right-hand drive,Silver,8717
43062,HYUNDAI,Santa FE,2014,Jeep,Diesel,2,155000 km,4.0,Automatic,Front,Left wheel,Grey,8718
29793,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,3.5,219030 km,6.0,Automatic,4x4,Left wheel,Black,8719
29793,MERCEDES-BENZ,CL 55 AMG KOMPRESSOR,2003,Coupe,Petrol,5.5 Turbo,240000 km,8.0,Tiptronic,Rear,Left wheel,Black,8720
8781,FORD,Fiesta,2014,Sedan,Petrol,1.6,113000 km,4.0,Tiptronic,Front,Left wheel,Black,8721
2195,TOYOTA,Prius,2012,Sedan,Hybrid,1.8,430278 km,4.0,Automatic,Front,Left wheel,Black,8722
706,HONDA,Insight,2011,Hatchback,Hybrid,1.3,288704 km,4.0,Automatic,Front,Left wheel,White,8723
188,FORD,Escape,2009,Jeep,Hybrid,2.5,196682 km,4.0,Automatic,Front,Left wheel,Black,8724
49864,HYUNDAI,Santa FE,2017,Jeep,Diesel,2,97992 km,4.0,Automatic,Front,Left wheel,Black,8725
61154,LEXUS,GX 470,2015,Jeep,Petrol,4.6,273493 km,8.0,Automatic,4x4,Left wheel,Silver,8726
68994,BMW,X6,2011,Jeep,Hybrid,4.4 Turbo,76000 km,8.0,Tiptronic,4x4,Left wheel,White,8727
22649,HYUNDAI,Tucson,2010,Jeep,Diesel,2,188800 km,4.0,Automatic,Front,Left wheel,Black,8728
19416,HYUNDAI,Sonata,2010,Sedan,Petrol,2,149962 km,4.0,Automatic,Front,Left wheel,Black,8729
42651,MERCEDES-BENZ,GLA 250,2017,Jeep,Petrol,2,44995 km,4.0,Automatic,4x4,Left wheel,Black,8730
29793,MERCEDES-BENZ,Sprinter,2013,Microbus,Diesel,3,256000 km,6.0,Automatic,Rear,Left wheel,White,8731
4547,KIA,Avella,2017,Sedan,Petrol,2,0 km,4.0,Automatic,Front,Left wheel,Blue,8732
24148,MERCEDES-BENZ,Sprinter,2014,Microbus,Diesel,2.2,160000 km,5.0,Manual,Rear,Left wheel,White,8733
10976,HYUNDAI,Sonata,2015,Sedan,LPG,2,385876 km,4.0,Automatic,Front,Left wheel,White,8734
22894,KIA,Optima,2015,Sedan,Petrol,2.4,109000 km,4.0,Tiptronic,Front,Left wheel,Black,8735
470,NISSAN,Versa,2014,Hatchback,Petrol,1.6,219592 km,4.0,Automatic,Front,Left wheel,Black,8736
941,HONDA,Pilot,2016,Jeep,Petrol,3.5,0 km,6.0,Automatic,4x4,Left wheel,Black,8737
25889,HYUNDAI,Tucson,2012,Jeep,Diesel,2,156000 km,4.0,Automatic,Front,Left wheel,White,8738
14113,BMW,528,2009,Sedan,Petrol,3,283200 km,6.0,Tiptronic,Rear,Left wheel,Black,8739
13987,CHEVROLET,Aveo,2012,Hatchback,Petrol,1.6,111937 km,4.0,Automatic,Front,Left wheel,White,8740
42337,TOYOTA,Avalon LIMITED,2017,Sedan,Hybrid,2.5,57200 km,4.0,Tiptronic,Front,Left wheel,Carnelian red,8741
14740,MITSUBISHI,Delica 5,2000,Minivan,Petrol,3,230000 km,6.0,Automatic,4x4,Right-hand drive,Silver,8742
9095,NISSAN,Altima,2009,Sedan,Hybrid,2.5,24800 km,4.0,Automatic,Front,Left wheel,Blue,8743
13799,HYUNDAI,Sonata,2012,Sedan,Petrol,2.4,120000 km,4.0,Automatic,Front,Left wheel,Silver,8744
9408,TOYOTA,Aqua,2012,Sedan,Hybrid,1.5,121000 km,4.0,Automatic,Front,Right-hand drive,Blue,8745
21473,HYUNDAI,Tucson,2010,Jeep,Diesel,2,172000 km,4.0,Automatic,Front,Left wheel,Grey,8746
392,MAZDA,CX-9,2013,Sedan,Petrol,3.7,55858 km,6.0,Automatic,4x4,Left wheel,Grey,8747
11704,CHEVROLET,Lacetti,2010,Sedan,Petrol,1.8,182737 km,4.0,Automatic,Front,Left wheel,Black,8748
941,BMW,X5,2015,Jeep,Diesel,3,196614 km,6.0,Automatic,4x4,Left wheel,Black,8749
706,HONDA,Insight,2010,Hatchback,Hybrid,1.3,189571 km,4.0,Automatic,Front,Left wheel,Silver,8750
17876,BMW,X5,2006,Jeep,LPG,3,160000 km,6.0,Tiptronic,4x4,Left wheel,Brown,8751
8154,HYUNDAI,Sonata,2019,Sedan,Hybrid,2,17768 km,4.0,Automatic,Front,Left wheel,White,8752
18189,HYUNDAI,H1,2009,Minivan,Diesel,2.5,42852 km,4.0,Automatic,Front,Left wheel,White,8753
470,FORD,Escape,2014,Jeep,Petrol,1.6,148958 km,4.0,Automatic,Front,Left wheel,Grey,8754
41977,JEEP,Grand Cherokee,2012,Jeep,Diesel,3,160291 km,4.0,Automatic,Front,Left wheel,Silver,8755
9408,HYUNDAI,Sonata,2013,Sedan,LPG,2,48595 km,4.0,Automatic,Front,Left wheel,Silver,8756
14426,JAGUAR,Daimler,2016,Sedan,Petrol,3,46131 km,6.0,Automatic,4x4,Left wheel,Silver,8757
46251,CHEVROLET,Orlando,2018,Jeep,Diesel,1.6,19000 km,4.0,Automatic,Front,Left wheel,White,8758
11290,CHEVROLET,Aveo,2014,Hatchback,Petrol,1.4,35830 km,4.0,Automatic,Front,Left wheel,Orange,8759
470,SUBARU,Forester,2015,Jeep,Petrol,2.5,87141 km,4.0,Automatic,4x4,Left wheel,Black,8760
15681,HYUNDAI,Sonata,2016,Sedan,LPG,2,236272 km,4.0,Automatic,Front,Left wheel,Silver,8761
23834,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,52800 km,4.0,Automatic,Front,Left wheel,Golden,8762
4234,MERCEDES-BENZ,E 200,2001,Sedan,CNG,2.6,1777777778 km,6.0,Tiptronic,Rear,Right-hand drive,Black,8763
47757,JEEP,Cherokee,2015,Jeep,Diesel,2,171561 km,4.0,Automatic,Front,Left wheel,Grey,8764
18189,TOYOTA,RAV 4,2008,Jeep,Diesel,2.2 Turbo,225000 km,4.0,Manual,4x4,Left wheel,Green,8765
392,TOYOTA,Camry,2013,Sedan,Hybrid,2.5,232032 km,4.0,Automatic,Front,Left wheel,Silver,8766
40769,MERCEDES-BENZ,Sprinter,2008,Microbus,Diesel,3.0 Turbo,1000 km,6.0,Manual,Rear,Left wheel,Red,8767
42102,HYUNDAI,H1,2017,Universal,Diesel,2.5,110000 km,4.0,Automatic,Front,Left wheel,Grey,8768
28222,HYUNDAI,Santa FE,2013,Jeep,Diesel,2,60031 km,4.0,Automatic,Front,Left wheel,Black,8769
11964,CHEVROLET,Lacetti,2009,Sedan,Petrol,1.6,138205 km,4.0,Automatic,Front,Left wheel,White,8770
13956,KIA,SOUL,2015,Jeep,Petrol,1.6,85985 km,4.0,Manual,Front,Left wheel,Grey,8771
627,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,2,32114 km,4.0,Automatic,Rear,Left wheel,Silver,8772
14426,FORD,Transit,2004,Goods wagon,Diesel,2.4 Turbo,205000 km,4.0,Manual,Rear,Left wheel,White,8773
6586,BMW,X5,2012,Jeep,Diesel,3,274098 km,6.0,Automatic,4x4,Left wheel,White,8774
12287,HYUNDAI,Elantra,2010,Sedan,Petrol,1.6,132121 km,4.0,Automatic,Front,Left wheel,Silver,8775
21953,MINI,Cooper,2015,Coupe,Petrol,1.5 Turbo,53900 km,3.0,Tiptronic,Front,Left wheel,White,8776
17876,FORD,Escape,2009,Jeep,Petrol,3,154000 km,6.0,Automatic,4x4,Left wheel,Black,8777
13172,KIA,Optima,2015,Sedan,Petrol,2.4,111746 km,4.0,Automatic,Front,Left wheel,White,8778
37006,BMW,528,2012,Sedan,Petrol,2.0 Turbo,196800 km,4.0,Tiptronic,4x4,Left wheel,Silver,8779
5940,HONDA,FIT,2013,Hatchback,Hybrid,1.3,117058 km,4.0,Automatic,Front,Left wheel,Black,8780
10349,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,147000 km,4.0,Variator,Front,Right-hand drive,White,8781
59586,MERCEDES-BENZ,C 200,2015,Sedan,Petrol,2.0 Turbo,118400 km,4.0,Tiptronic,4x4,Left wheel,Black,8782
42651,MERCEDES-BENZ,GLA 250,2017,Jeep,Petrol,2,44995 km,4.0,Automatic,4x4,Left wheel,Black,8783
71817,TOYOTA,RAV 4 SUPER!!!,2016,Jeep,Hybrid,2.5,45000 km,4.0,Tiptronic,4x4,Left wheel,Grey,8784
2509,AUDI,A7,2013,Hatchback,Petrol,3,158091 km,6.0,Automatic,4x4,Left wheel,Blue,8785
17500,VOLKSWAGEN,Phaeton,2008,Sedan,Diesel,3,244000 km,6.0,Tiptronic,4x4,Left wheel,Black,8786
40,HONDA,FIT,2006,Hatchback,Petrol,1.4,10000 km,4.0,Variator,Front,Right-hand drive,White,8787
11604,HYUNDAI,Sonata,2014,Sedan,LPG,2,432435 km,4.0,Automatic,Front,Left wheel,Silver,8788
2430,TOYOTA,Camry,2011,Sedan,Petrol,2.5,121952 km,4.0,Automatic,Front,Left wheel,Grey,8789
5959,MITSUBISHI,Pajero Mini 2010 წლიანი,2010,Jeep,Petrol,0.7 Turbo,160000 km,4.0,Manual,4x4,Right-hand drive,Black,8790
1646,TOYOTA,Camry,2013,Sedan,Petrol,2.5,0 km,4.0,Automatic,Front,Left wheel,Silver,8791
15681,CHEVROLET,Impala,1973,Limousine,Petrol,5.7,100000 km,8.0,Automatic,Rear,Left wheel,Brown,8792
35570,HYUNDAI,Santa FE,2014,Jeep,Diesel,2,168637 km,4.0,Automatic,Front,Left wheel,White,8793
220,FORD,Escape,2009,Jeep,Hybrid,2.5,193614 km,4.0,Automatic,Front,Left wheel,White,8794
16308,HONDA,FIT,2014,Hatchback,Hybrid,1.5,138000 km,4.0,Automatic,Front,Right-hand drive,Blue,8795
8467,MINI,Cooper,2005,Coupe,Petrol,1.6,156000 km,2.0,Automatic,Front,Left wheel,Purple,8796
22567,CHEVROLET,Malibu,2013,Sedan,Petrol,,201612 km,4.0,Automatic,Front,Left wheel,White,8797
18503,HYUNDAI,Elantra,2016,Sedan,LPG,1.6,31006 km,4.0,Automatic,Front,Left wheel,White,8798
15681,CHEVROLET,Cruze LT RS,2015,Sedan,Petrol,1.4 Turbo,138000 km,,Tiptronic,Front,Left wheel,Blue,8799
16308,MERCEDES-BENZ,E 320,2004,Sedan,CNG,3.2 Turbo,210915 km,6.0,Tiptronic,Rear,Left wheel,Silver,8800
3136,NISSAN,Frontier,2016,Sedan,Petrol,4,105427 km,6.0,Automatic,Front,Left wheel,Blue,8801
150,LINCOLN,Town Car,2000,Limousine,Petrol,4.6,100000 km,8.0,Automatic,Rear,Left wheel,White,8802
314,HYUNDAI,Elantra,2011,Sedan,Petrol,1.8,403538 km,4.0,Automatic,Front,Left wheel,Grey,8803
21012,FORD,Focus,2017,Hatchback,Petrol,2,75200 km,4.0,Tiptronic,Front,Left wheel,Silver,8804
20344,HYUNDAI,Sonata,2016,Sedan,Petrol,2,44608 km,4.0,Automatic,Front,Left wheel,White,8805
23521,FORD,Fusion,2012,Sedan,Petrol,2.0 Turbo,102400 km,4.0,Automatic,Front,Left wheel,White,8806
3450,MERCEDES-BENZ,E 350,2009,Sedan,Diesel,3.5,109139 km,6.0,Automatic,Rear,Left wheel,Black,8807
18817,TOYOTA,Camry,2012,Sedan,Petrol,2.5,83200 km,4.0,Tiptronic,Front,Left wheel,Black,8808
31361,TOYOTA,Prius,2017,Sedan,Hybrid,1.8,80000 km,4.0,Automatic,Front,Left wheel,Grey,8809
25719,CHEVROLET,Malibu,2015,Sedan,Petrol,2,108027 km,4.0,Automatic,Front,Left wheel,Silver,8810
7840,DAIHATSU,Terios,2001,Jeep,CNG,1.3,145000 km,4.0,Manual,4x4,Right-hand drive,Green,8811
188,CHEVROLET,Captiva,2014,Jeep,Petrol,2.4,168315 km,4.0,Automatic,Front,Left wheel,Silver,8812
17249,HYUNDAI,Sonata,2012,Sedan,Petrol,2.0 Turbo,110000 km,4.0,Tiptronic,Front,Left wheel,Black,8813
10820,OPEL,Zafira,2006,Minivan,CNG,1.6,170000 km,4.0,Manual,Front,Left wheel,Red,8814
37301,TOYOTA,Aqua,2015,Hatchback,Petrol,1.5,16033 km,4.0,Automatic,Front,Left wheel,Blue,8815
1150,VAZ,2111,1980,Sedan,Petrol,1.1,0 km,4.0,Manual,Rear,Left wheel,White,8816
38229,HYUNDAI,H1,2016,Minivan,Diesel,,92078 km,4.0,Automatic,Front,Left wheel,Black,8817
5331,FORD,Fiesta,2017,Hatchback,Petrol,1.6,61803 km,4.0,Automatic,Front,Left wheel,Black,8818
470,MERCEDES-BENZ,E 350,2010,Sedan,Petrol,3.5,229904 km,6.0,Automatic,4x4,Left wheel,Black,8819
15500,TOYOTA,Prius V,2013,Universal,Hybrid,1.8,303538 km,4.0,Automatic,Front,Left wheel,Sky blue,8820
4077,BMW,316 1995,1995,Sedan,Petrol,1.6,0 km,4.0,Manual,Rear,Left wheel,Red,8821
14113,BMW,X5,2001,Jeep,Petrol,4.4,115000 km,8.0,Tiptronic,4x4,Left wheel,Silver,8822
17300,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,159665 km,4.0,Automatic,Front,Left wheel,Black,8823
38888,AUDI,A6 C7,2012,Sedan,Petrol,3.0 Turbo,154000 km,6.0,Tiptronic,4x4,Left wheel,Beige,8824
19757,TOYOTA,Camry,2011,Sedan,Hybrid,2.4,115739 km,4.0,Automatic,Front,Left wheel,White,8825
37000,HYUNDAI,Tucson,2016,Jeep,Diesel,1.7,51053 km,4.0,Automatic,Front,Left wheel,White,8826
19444,TOYOTA,Camry,2016,Sedan,Petrol,2.5,61000 km,4.0,Tiptronic,Front,Left wheel,Black,8827
392,TOYOTA,Prius,2010,Hatchback,,1.8,267165 km,4.0,Automatic,Front,Left wheel,White,8828
16935,HYUNDAI,Sonata,2017,Sedan,LPG,2,227911 km,4.0,Automatic,Front,Left wheel,White,8829
18189,TOYOTA,Prius ჰიბრიდი,2012,Hatchback,Hybrid,1.8,97000 km,4.0,Variator,Front,Left wheel,Carnelian red,8830
9396,TOYOTA,Aqua,2015,Hatchback,Hybrid,1.5,160841 km,4.0,Automatic,Front,Left wheel,White,8831
16308,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,130000 km,4.0,Variator,Front,Left wheel,White,8832
37633,BMW,X5,2011,Jeep,Diesel,3,223000 km,6.0,Tiptronic,4x4,Left wheel,Grey,8833
10192,OPEL,Astra A.H,2005,Goods wagon,Diesel,1.7 Turbo,290000 km,4.0,Manual,Front,Left wheel,Grey,8834
12544,VAZ,2121 (Niva),2005,Jeep,Petrol,1.7,150000 km,4.0,Manual,4x4,Left wheel,White,8835
470,TOYOTA,Camry,2019,Sedan,,2.5,45880 km,4.0,Automatic,Front,Left wheel,Silver,8836
32340,HYUNDAI,Santa FE,2012,Jeep,Diesel,2,138013 km,4.0,Automatic,Front,Left wheel,White,8837
17562,TOYOTA,Prius,2010,Hatchback,Petrol,1.8,136000 km,4.0,Variator,Front,Left wheel,Red,8838
470,LEXUS,CT 200h,2011,Hatchback,Hybrid,1.8,32974 km,4.0,Automatic,Front,Left wheel,Silver,8839
12231,TOYOTA,Prius,2007,Sedan,Hybrid,1.5,156000 km,4.0,Variator,Front,Left wheel,Silver,8840
16621,TOYOTA,Prius C,2012,Universal,Hybrid,1.5,104643 km,4.0,Automatic,Front,Left wheel,Grey,8841
22000,BMW,528,2013,Sedan,Petrol,2.0 Turbo,110909 km,4.0,Automatic,4x4,Left wheel,White,8842
28909,HYUNDAI,Elantra,2017,Sedan,LPG,1.6,37029 km,4.0,Automatic,Front,Left wheel,Grey,8843
34811,LEXUS,RX 450,2016,Jeep,,3.5,0 km,6.0,Automatic,Front,Left wheel,Grey,8844
40769,LEXUS,ES 300,2013,Sedan,Hybrid,2.5,8700 km,12.0,Tiptronic,Front,Left wheel,White,8845
1960,TOYOTA,Camry,2014,Sedan,Petrol,2.5,0 km,4.0,Automatic,Front,Left wheel,Black,8846
46728,LEXUS,GX 460,2010,Jeep,Petrol,4.6,260771 km,8.0,Automatic,4x4,Left wheel,Black,8847
15681,FORD,C-MAX,2013,Hatchback,Hybrid,2,150000 km,4.0,Tiptronic,Front,Left wheel,Black,8848
65996,HYUNDAI,Santa FE,2018,Jeep,Diesel,2,28000 km,4.0,Automatic,Front,Left wheel,Black,8849
20814,HYUNDAI,Elantra,2016,Sedan,Petrol,1.6,83814 km,4.0,Automatic,Front,Left wheel,Black,8850
36065,HYUNDAI,Grandeur,2015,Sedan,LPG,3,36000 km,6.0,Automatic,Front,Left wheel,Black,8851
13172,HYUNDAI,Sonata,2016,Sedan,LPG,2,475406 km,4.0,Automatic,Front,Left wheel,Orange,8852
8781,CHEVROLET,Cruze,2009,Sedan,Diesel,1.6,75367 km,4.0,Automatic,Front,Left wheel,Silver,8853
13172,TOYOTA,Prius,2008,Sedan,,1.4,210000 km,4.0,Automatic,Front,Left wheel,Golden,8854
12231,HONDA,FIT,2014,Hatchback,Hybrid,1.5,70000 km,4.0,Automatic,Front,Right-hand drive,Silver,8855
11563,CHEVROLET,Cruze,2011,Sedan,Petrol,1.8,171960 km,4.0,Automatic,Front,Left wheel,White,8856
862,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,130478 km,4.0,Automatic,Front,Left wheel,White,8857
6272,BMW,745,2001,Sedan,Petrol,3.6,218000 km,8.0,Automatic,Rear,Left wheel,Silver,8858
12231,TOYOTA,Prius,2007,Hatchback,Hybrid,1.5,297600 km,4.0,Variator,Front,Left wheel,White,8859
30,HONDA,FIT,2004,Hatchback,Petrol,1.3,150000 km,4.0,Automatic,Front,Right-hand drive,Silver,8860
31361,FORD,Transit,2008,Microbus,Diesel,2.4 Turbo,137500 km,4.0,Manual,Rear,Left wheel,White,8861
4968,NISSAN,March,2013,Hatchback,Petrol,1.2,96240 km,4.0,Automatic,Front,Left wheel,Black,8862
8154,TOYOTA,Noah,2003,Minivan,Petrol,2,233000 km,4.0,Automatic,Front,Right-hand drive,Silver,8863
13300,FORD,Taurus,2014,Sedan,Petrol,3.7,290000 km,6.0,Automatic,4x4,Left wheel,Silver,8864
15994,MERCEDES-BENZ,E 350,2011,Coupe,Diesel,3.5,170429 km,6.0,Automatic,Rear,Left wheel,Silver,8865
314,LEXUS,CT 200h,2012,Hatchback,Hybrid,,191731 km,4.0,Automatic,Front,Left wheel,Silver,8866
1803,HONDA,Insight,2010,Hatchback,Hybrid,1.3,187312 km,4.0,Automatic,Front,Left wheel,Blue,8867
314,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,3.5,132630 km,6.0,Automatic,Rear,Left wheel,Silver,8868
25512,HYUNDAI,Tucson,2010,Jeep,Diesel,2,118514 km,4.0,Automatic,Front,Left wheel,Grey,8869
10036,HYUNDAI,Sonata,2014,Sedan,LPG,20,333686 km,4.0,Automatic,Front,Left wheel,Silver,8870
300,MERCEDES-BENZ,Sprinter,2020,Microbus,Petrol,,0 km,1.0,Manual,Rear,Left wheel,Beige,8871
10036,HONDA,Cr-v,2002,Jeep,CNG,2.4,194500 km,4.0,Automatic,4x4,Left wheel,Blue,8872
12231,CHEVROLET,Cruze,2010,Sedan,Petrol,1.4,119000 km,6.0,Tiptronic,Front,Left wheel,White,8873
1254,TOYOTA,Prius,2012,Hatchback,Hybrid,1.8,100000 km,4.0,Automatic,Front,Left wheel,White,8874
3763,LEXUS,IS 200,2016,Sedan,Petrol,2,58328 km,4.0,Automatic,Rear,Left wheel,White,8875
20005,HYUNDAI,Elantra,2012,Sedan,Petrol,1.6,107179 km,4.0,Automatic,Front,Left wheel,White,8876
7840,DAIHATSU,Terios,2002,Jeep,Petrol,1.3,10000 km,4.0,Manual,4x4,Left wheel,Green,8877
31204,MITSUBISHI,Outlander sport,2018,Jeep,Petrol,2.0 Turbo,36534 km,5.0,Automatic,Front,Left wheel,Red,8878
7527,OPEL,Meriva,2003,Hatchback,Diesel,1.7 Turbo,319000 km,4.0,Manual,Front,Left wheel,Black,8879
23207,FORD,C-MAX,2014,Hatchback,Plug-in Hybrid,2,65000 km,4.0,Automatic,Front,Left wheel,Red,8880
50651,CHEVROLET,Impala,2016,Sedan,Petrol,2.5,66522 km,4.0,Automatic,Front,Left wheel,Silver,8881
10349,TOYOTA,Prius,2007,Hatchback,Hybrid,1.5,0 km,4.0,Automatic,Front,Left wheel,Green,8882
36065,MASERATI,Ghibli,2014,Sedan,Petrol,3,40000 km,6.0,Automatic,4x4,Left wheel,Black,8883
8467,HYUNDAI,Sonata,2014,Sedan,LPG,2,698359 km,4.0,Automatic,Front,Left wheel,Orange,8884
24000,TOYOTA,CHR,2019,Jeep,Hybrid,1.5,6000 km,4.0,Automatic,Front,Right-hand drive,White,8885
16452,HYUNDAI,Genesis,2010,Coupe,Petrol,2,106526 km,4.0,Automatic,Front,Left wheel,Red,8886
10663,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,207000 km,4.0,Automatic,Front,Left wheel,Silver,8887
10036,RENAULT,Scenic,2008,Minivan,Diesel,1.5 Turbo,173000 km,4.0,Manual,Front,Left wheel,Blue,8888
25004,HYUNDAI,Elantra,2014,Sedan,Petrol,1.6,52569 km,4.0,Automatic,Front,Left wheel,White,8889
2038,HONDA,Civic,2015,Sedan,Petrol,1.8,80542 km,4.0,Automatic,Front,Left wheel,Grey,8890
6429,TOYOTA,Prius,2018,Hatchback,Hybrid,1.8,0 km,4.0,Automatic,Front,Left wheel,Black,8891
6272,HONDA,Civic Hybrid,2012,Sedan,Hybrid,1.5,141302 km,4.0,Variator,Front,Left wheel,Sky blue,8892
30734,BMW,335,2009,Cabriolet,Petrol,3.0 Turbo,59700 km,6.0,Tiptronic,Rear,Left wheel,Black,8893
7150,NISSAN,Tiida,2005,Hatchback,Petrol,1.5,0 km,4.0,Variator,Front,Right-hand drive,Black,8894
18817,HYUNDAI,Sonata,2013,Sedan,Petrol,2,92479 km,4.0,Tiptronic,Front,Left wheel,Blue,8895
25889,HYUNDAI,Elantra,2014,Sedan,Petrol,1.6,131000 km,4.0,Automatic,Front,Left wheel,White,8896
14069,HYUNDAI,Elantra,2010,Sedan,Petrol,1.6,100403 km,4.0,Automatic,Front,Left wheel,White,8897
9252,KIA,Sportage,2009,Jeep,Diesel,2,53986 km,4.0,Automatic,Front,Left wheel,White,8898
2100,NISSAN,March,2002,Sedan,Petrol,1.2,140000 km,2.0,Automatic,Front,Right-hand drive,Sky blue,8899
5018,LEXUS,RX 450,2010,Jeep,Hybrid,3.5,167222 km,6.0,Automatic,4x4,Left wheel,Black,8900
3136,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,159379 km,4.0,Automatic,Front,Left wheel,White,8901
3000,VOLKSWAGEN,Polo,1995,Sedan,Petrol,1.4,0 km,4.0,Manual,Front,Left wheel,Blue,8902
31349,HYUNDAI,H1,2014,Minivan,Diesel,2.5,152469 km,4.0,Automatic,Front,Left wheel,Black,8903
16935,LEXUS,CT 200h,2015,Hatchback,Hybrid,1.8,94949 km,4.0,Automatic,Front,Left wheel,White,8904
27284,CHEVROLET,Volt,2014,Sedan,Plug-in Hybrid,1.4,121000 km,4.0,Tiptronic,Front,Left wheel,White,8905
16621,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,3.5,119379 km,6.0,Automatic,4x4,Left wheel,Silver,8906
941,LEXUS,RX 450,2012,Jeep,Hybrid,3.5,232357 km,6.0,Automatic,4x4,Left wheel,Black,8907
30,HONDA,FIT,2010,Hatchback,Petrol,1.3,10000 km,4.0,Automatic,Front,Right-hand drive,Silver,8908
40926,SSANGYONG,Actyon,2016,Jeep,Diesel,1.6,46916 km,4.0,Automatic,Front,Left wheel,Silver,8909
1333,LEXUS,ES 350,2014,Sedan,Petrol,3.5,179358 km,6.0,Automatic,Front,Left wheel,Red,8910
5331,SUBARU,Forester,2001,Universal,Petrol,2.0 Turbo,0 km,4.0,Automatic,4x4,Right-hand drive,Silver,8911
13485,TOYOTA,Aqua,2012,Sedan,Hybrid,1.5,147431 km,3.0,Tiptronic,Front,Right-hand drive,White,8912
70678,HYUNDAI,Sonata,2018,Sedan,Petrol,2,34704 km,4.0,Automatic,Front,Left wheel,Grey,8913
8781,FORD,Fusion,2016,Sedan,Hybrid,2,194974 km,4.0,Automatic,Front,Left wheel,Black,8914
19416,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,120581 km,4.0,Automatic,Front,Left wheel,Silver,8915
1882,HONDA,FIT,2001,Hatchback,Petrol,,0 km,6.0,Automatic,Front,Right-hand drive,White,8916
150533,JAGUAR,F-type R,2015,Sedan,Petrol,5.0 Turbo,31000 km,8.0,Tiptronic,Rear,Left wheel,Orange,8917
31361,BUICK,Encore,2016,Jeep,Petrol,1.4,24000 km,4.0,Automatic,Front,Left wheel,White,8918
54568,LEXUS,GX 460,2012,Jeep,Petrol,4.6,255406 km,8.0,Automatic,4x4,Left wheel,Black,8919
314,FORD,Transit,2011,Microbus,Diesel,2.4,164000 km,4.0,Manual,4x4,Left wheel,White,8920
40983,HYUNDAI,H1,2015,Universal,Diesel,2.5,112718 km,4.0,Automatic,Front,Left wheel,Silver,8921
8154,HONDA,Civic,2004,Sedan,CNG,1.7,135000 km,4.0,Variator,Front,Right-hand drive,White,8922
784,BMW,X5,2014,Sedan,Petrol,4.4,247877 km,8.0,Automatic,4x4,Left wheel,Black,8923
28225,KIA,Optima,2014,Sedan,Hybrid,2.4,43000 km,6.0,Automatic,Front,Left wheel,White,8924
941,TOYOTA,Tundra,2016,Jeep,Petrol,4.6,254805 km,8.0,Automatic,4x4,Left wheel,White,8925
2274,TOYOTA,Camry,2011,Sedan,Petrol,2.5,190698 km,4.0,Automatic,Front,Left wheel,Grey,8926
9095,TOYOTA,Ist,2004,Sedan,Petrol,1.3,151000 km,4.0,Automatic,Front,Right-hand drive,White,8927
4861,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,3.5,128202 km,6.0,Automatic,Rear,Left wheel,Black,8928
20149,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,136292 km,4.0,Automatic,Front,Left wheel,White,8929
